president,speech_label,matched_title,document_date,document_type,block_idx,block_size,sentence_start,sentence_end,text,n_sentences,n_words,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var,moral_vector_R5,cosine_gonye,cosine_pergel,cosine_yasa,cosine_gpy_sum_vector,delta_vector_discriminant,score_PC1,score_PC2,score_PC3,score_PC4,score_PC5,president_short
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,23,2,46,47,"The fact that we can release atomic energy ushers in a new era in man's understanding of nature's forces. Atomic energy may in the future supplement the power that now comes from coal, oil, and falling water, but at present it cannot be produced on a basis to compete with them commercially.",2,52,0.107379545927124,0.1038644493573556,0.0865125832526485,0.0894394652615837,0.086640554879622,-0.0135565232275201,-0.0195014229054,0.029176729526267,0.0419107104353535,0.0047794707818377,4.2,0.0001010992578962,0.0007070489657869,"[0.10737954592712409, 0.10386444935735561, 0.08651258325264856, 0.08943946526158375, 0.08664055487962206]",0.8084816939021124,0.8040494320802962,0.7214017401993285,0.9502545115859412,-0.0009475768587142,-3.2853682888540123,1.9568860176956369,-1.7141653449829652,7.967391439022124,10.196009569221332,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,24,2,48,49,Before that comes there must be a long period of intensive research. It has never been the habit of the scientists of this country or the policy of this Government to withhold from the world scientific knowledge.,2,37,0.0891564400040874,0.0981956485616634,0.0983626270397667,0.09494608801253,0.0695982779401448,0.0180019730900436,0.0238484370973215,0.0238492929692242,0.0080690901427666,0.0255354858698286,3.6666666666666665,0.0001446236012009,5.162776108237095e-05,"[0.08915644000408746, 0.09819564856166342, 0.0983626270397667, 0.09494608801253004, 0.06959827794014489]",0.7746912266502181,0.8271814732741911,0.776160560947326,0.968255924195076,-0.0001574636852137,-2.3181897229849557,0.25090279851838027,-0.2591586837052451,6.770379869107674,9.884590895203695,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,25,2,50,51,"Normally, therefore, everything about the work with atomic energy would be made public. But under present circumstances it is not intended to divulge the technical processes of production or all the military applications, pending further examination of possible methods of protecting us and the rest of the world from the danger of sudden destruction.",2,54,0.141590351395771,0.1319520467708269,0.1019789749236393,0.1082518937837558,0.1076747375550735,-0.0575199163798822,-0.00944695708904,-0.0028142983178397,-0.0880342962196008,-0.0805590483649656,2.0,0.0003022637021407,0.0015702554067272,"[0.141590351395771, 0.13195204677082695, 0.10197897492363939, 0.10825189378375588, 0.10767473755507352]",0.8270340844392702,0.7984838706473546,0.6977191333844758,0.9458889344299738,-0.0016180855763041,-4.412350788498404,3.2516470870492267,-2.2141207821666162,9.737866160643355,13.722444623190977,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,26,2,52,53,I shall recommend that the Congress of the United States consider promptly the establishment of an appropriate commission to control the production and use of atomic power within the United States. I shall give further consideration and make further recommendations to the Congress as to how atomic power can become a powerful and forceful influence towards the maintenance of world peace.,2,61,0.0861596383965649,0.1179330651076387,0.0765998642752392,0.103073914562811,0.0792005850135606,0.0224850070791242,0.096626760258732,0.0647088891181561,0.0926185411675181,0.1552553916425661,1.9,0.0003071234449694,0.0023599834485284,"[0.08615963839656493, 0.11793306510763875, 0.07659986427523928, 0.10307391456281106, 0.0792005850135606]",0.7783581338094525,0.8815533028567787,0.732416252014608,0.9743652943585988,0.0055024874569264,-1.2503817482364936,2.4014047831880063,-0.9666611036751416,7.809766444332393,9.955494657662433,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,0,5,0,4,"SIXTEEN HOURS AGO an American airplane dropped one bomb on Hiroshima, an important Japanese Army base. That bomb had more power than 20,000 tons of T.N.T. It had more than two thousand times the blast power of the British ""Grand Slam"" which is the largest bomb ever yet used in the history of warfare. The Japanese began the war from the air at Pearl Harbor. They have been repaid many fold.",5,71,0.1424085223084565,0.0931575264825535,0.0907065978585881,0.1140051799297098,0.0848506164896994,-0.1822739101785709,-0.1829816080465052,-0.1391132016694193,-0.1605217268544234,-0.2009523813976347,0.9411764705882352,0.0005577576717442,0.0005677134662323,"[0.14240852230845658, 0.09315752648255357, 0.09070659785858813, 0.11400517992970988, 0.08485061648969942]",0.8335690109651729,0.7594052499863505,0.7365112953327354,0.9481916688926356,-0.0072208059391025,-3.443286897173368,1.5085429366068037,-3.092760360891356,6.586082525662679,12.06088124426551,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,1,5,5,9,And the end is not yet. With this bomb we have now added a new and revolutionary increase in destruction to supplement the growing power of our armed forces. In their present form these bombs are now in production and even more powerful forms are in development. It is an atomic bomb. It is a harnessing of the basic power of the universe.,5,63,0.1567101649260686,0.1095494779122789,0.0905079835640591,0.124456175056453,0.0960189563504471,-0.1311213030587589,-0.1102160663048524,-0.0818458906903572,-0.0721881899150641,-0.08692552757659,4.0,0.0007044995476233,0.0005710586020484,"[0.15671016492606865, 0.10954947791227895, 0.09050798356405915, 0.12445617505645308, 0.09601895635044715]",0.8420477799372396,0.7730885699852971,0.7167710722307973,0.949253002466212,-0.0064591086137845,-3.6074146662495963,2.6470613702587187,-3.5633603397101083,7.538055102602389,13.539491860953339,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,2,5,10,14,"The force from which the sun draws its power has been loosed against those who brought war to the Far East. Before 1939, it was the accepted belief of scientists that it was theoretically possible to release atomic energy. But no one knew any practical method of doing it. By 1942, however, we knew that the Germans were working feverishly to find a way to add atomic energy to the other engines of war with which they hoped to enslave the world. But they failed.",5,85,0.1066426856198322,0.112796184227643,0.0984778201501025,0.0985291103195721,0.0836183621653375,-0.0372218078719456,-0.0612920944073443,-0.0116828139142546,-0.0583853284441938,-0.081562446820458,1.6153846153846154,0.00012017634644,0.0007063744866376,"[0.10664268561983226, 0.11279618422764305, 0.09847782015010255, 0.09852911031957216, 0.0836183621653375]",0.8000305271519785,0.822731735959588,0.7394321655433794,0.9618133420752312,-2.6198444157063405e-06,-3.027641518752833,1.5057182275607992,-0.8711039519969201,7.931104537961796,11.197382467537652,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,3,5,15,19,"We may be grateful to Providence that the Germans got the V-1's and V-2's late and in limited quantities and even more grateful that they did not get the atomic bomb at all. The battle of the laboratories held fateful risks for us as well as the battles of the air, land and sea, and we have now won the battle of the laboratories as we have won the other battles. Beginning in 1940, before Pearl Harbor, scientific knowledge useful in war was pooled between the United States and Great Britain, and many priceless helps to our victories have come from that arrangement. Under that general policy the research on the atomic bomb was begun. With American and British scientists working together we entered the race of discovery against the Germans.",5,131,0.1187615014309247,0.0843096376415874,0.0825389925108884,0.0942643276741248,0.0715717205716875,-0.1312931772951433,-0.0545336218600021,-0.0620061063247772,-0.0392178159981439,-0.1036511095873587,1.2916666666666667,0.000318159626766,0.0014521442474407,"[0.11876150143092472, 0.08430963764158747, 0.08253899251088846, 0.09426432767412483, 0.07157172057168755]",0.8340808881714511,0.7681997053627388,0.7354377040011197,0.95157846444564,-0.0046996473124121,-2.975323245666672,1.0761282727850523,-2.1232282168079735,5.685892803985364,9.74051027883799,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,4,5,20,24,"The United States had available the large number of scientists of distinction in the many needed areas of knowledge. It had the tremendous industrial and financial resources necessary for the project and they could be devoted to it without undue impairment of other vital war work. In the United States the laboratory work and the production plants, on which a substantial start had already been made, would be out of reach of enemy bombing, while at that time Britain was exposed to constant air attack and was still threatened with the possibility of invasion. For these reasons Prime Minister Churchill and President Roosevelt agreed that it was wise to carry on the project here. We now have two great plants and many lesser works devoted to the production of atomic power.",5,131,0.1021523131256942,0.0924808895981564,0.0885538679995092,0.0940793318962287,0.0698551824741911,-0.0700033862251272,0.0071807562022403,0.0176766909728396,0.0325042061834138,-0.0044615979878397,5.0,0.0001441805981648,0.0015706068093312,"[0.1021523131256942, 0.09248088959815647, 0.08855386799950922, 0.09407933189622877, 0.06985518247419113]",0.8087066225481432,0.8074776257485882,0.7558188386600633,0.9656978851684326,-0.0019235679987724,-2.512025913830695,0.7804969196409037,-1.1244308029625945,6.19350906822739,9.678316884226566,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,5,5,25,29,"Employment during peak construction numbered 125,000 and over 65,000 individuals are even now engaged in operating the plants. Many have worked there for two and a half years. Few know what they have been producing. They see great quantities of material going in and they see nothing coming out of these plants, for the physical size of the explosive charge is exceedingly small. We have spent two billion dollars on the greatest scientific gamble in history-and won.",5,77,0.1113655034932412,0.0923557786944265,0.1013293783866452,0.0791041750857197,0.0955186225416353,-0.0385886492347276,0.0489203321652512,-0.0874949657971753,-0.0063460778288979,-0.0746476573187089,2.4444444444444446,0.0001408651545987,0.0030368671915793,"[0.1113655034932412, 0.09235577869442652, 0.10132937838664521, 0.07910417508571976, 0.0955186225416353]",0.7854709337884445,0.7431789396663581,0.7306258634403635,0.9196523282965252,-0.0048625520739224,-4.821608354480553,1.0370773880969126,-1.9997814372640432,8.89406394811311,10.381491692297521,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,6,5,30,34,"But the greatest marvel is not the size of the enterprise, its secrecy, nor its cost, but the achievement of scientific brains in putting together infinitely complex pieces of knowledge held by many men in different fields of science into a workable plan. And hardly less marvelous has been the capacity of industry to design, and of labor to operate, the machines and methods to do things never done before so that the brain child of many minds came forth in physical shape and performed as it was supposed to do. Both science and industry worked under the direction of the United States Army, which achieved a unique success in managing so diverse a problem in the advancement of knowledge in an amazingly short time. It is doubtful if such another combination could be got together in the world. What has been done is the greatest achievement of organized science in history.",5,152,0.0928181963479978,0.0884047831477102,0.0921235081268448,0.0738210285506635,0.0867224704112942,-0.0104252980190457,0.0370948566470975,0.0382830677779455,-0.032853355004829,-0.0336456586409948,2.1904761904761907,5.8897761285077934e-05,0.0012903008811764,"[0.09281819634799782, 0.08840478314771023, 0.09212350812684486, 0.0738210285506635, 0.0867224704112942]",0.7708471807728368,0.7678607392461735,0.7401133759187886,0.927715129402807,-0.0023959009463842,-3.9196761983839363,0.8894499360748982,-1.5438258657098878,8.335146449772918,8.97954128778539,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,7,5,35,39,"It was done under high pressure and without failure. We are now prepared to obliterate more rapidly and completely every productive enterprise the Japanese have above ground in any city. We shall destroy their docks, their factories, and their communications. Let there be no mistake; we shall completely destroy Japan's power to make war. It was to spare the Japanese people from utter destruction that the ultimatum of July 26 was issued at Potsdam.",5,74,0.1583596020331702,0.1046780872475926,0.1209420590563853,0.1243511170942068,0.1273946624241119,-0.2250391797757175,-0.2395126725435835,-0.1851561210405486,-0.2386990178955727,-0.2242032572473433,1.125,0.0003813645345062,0.000488937647958,"[0.1583596020331702, 0.10467808724759266, 0.12094205905638539, 0.12435111709420682, 0.1273946624241119]",0.7849813447112425,0.7316866327029379,0.7557863171053175,0.9249240531454304,-0.0118204468022498,-5.847146206499117,1.5188536892485647,-4.479249709995844,11.239897705979681,15.36308860623773,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,8,5,40,44,"Their leaders promptly rejected that ultimatum. If they do not now accept our terms they may expect a rain of ruin from the air, the like of which has never been seen on this earth. Behind this air attack will follow sea and land forces in such numbers and power as they have not yet seen and with the fighting skill of which they are already well aware. The Secretary of War, who has kept in personal touch with all phases of the project, will immediately make public a statement giving further details. His statement will give facts concerning the sites at Oak Ridge near Knoxville, Tennessee, and at Richland near Pasco, Washington, and an installation near Santa Fe, New Mexico.",5,121,0.090421451928381,0.096107244363678,0.0867728122406431,0.0899801374065462,0.0732746363353963,-0.1035422538771601,-0.0828523092101267,-0.0624323106085593,-0.0786635775470054,-0.0954464648379536,2.294117647058824,7.287056781495369e-05,0.000251538993276,"[0.09042145192838102, 0.09610724436367808, 0.08677281224064316, 0.0899801374065462, 0.0732746363353963]",0.7875076739171213,0.8261643826284728,0.7569029636849711,0.9652285391896402,1.7682955657068872e-05,-2.3590211208239737,0.9636473535969106,-0.9354106715076567,6.944291651213005,9.27033974407374,Truman
Harry S. Truman,A-Bomb Hiroshima Statement,93  - Statement by the President Announcing the Use of the A-Bomb at Hiroshima,1945-08-06,Written,9,5,45,49,"Although the workers at the sites have been making materials to be used in producing the greatest destructive force in history they have not themselves been in danger beyond that of many other occupations, for the utmost care has been taken of their safety. The fact that we can release atomic energy ushers in a new era in man's understanding of nature's forces. Atomic energy may in the future supplement the power that now comes from coal, oil, and falling water, but at present it cannot be produced on a basis to compete with them commercially. Before that comes there must be a long period of intensive research. It has never been the habit of the scientists of this country or the policy of this Government to withhold from the world scientific knowledge.",5,133,0.112705393688121,0.1095628399752701,0.091693280609675,0.0924838677280726,0.0904492479177767,-0.0255788181891887,-0.0196583712941953,0.0043828755421767,0.0148296339318362,-0.0147245457998098,3.230769230769231,0.0001169142422973,0.0002911418776669,"[0.11270539368812106, 0.1095628399752701, 0.09169328060967503, 0.09248386772807263, 0.09044924791777671]",0.8098317950680402,0.8029941621121792,0.7188301234656752,0.9493259568974248,-0.0010638219250653,-3.55027302139444,2.0780972892194054,-1.6611608023455173,8.357381237501933,10.907134828008772,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,0,2,0,1,"Mr. President, Mr. Speaker, Members of the Congress of the United States: The gravity of the situation which confronts the world today necessitates my appearance before a joint session of the Congress. The foreign policy and the national security of this country are involved.",2,44,0.0708624513297632,0.073585116188118,0.0708651823823455,0.0819494795633203,0.0595477452778414,-0.1307430587695961,-0.0051412298142288,-0.0290720625823148,-0.0106893499722013,-0.0039000098297518,2.0,6.427749008716598e-05,0.0029118760743288,"[0.07086245132976321, 0.07358511618811801, 0.0708651823823455, 0.08194947956332034, 0.05954774527784143]",0.7638522293936332,0.8311719181323862,0.79247442882899,0.972113852561935,-4.743162376282667e-05,-1.373155329152063,0.2394392052431984,-1.161224719057366,5.557335303082114,6.880867479943046,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,1,2,2,3,"One aspect of the present situation, which I present to you at this time for your consideration and decision, concerns Greece and Turkey. The United States has received from the Greek Government an urgent appeal for financial and economic assistance.",2,40,0.0908166844502726,0.1198650707021558,0.0768494427356495,0.0975028522158382,0.0718223697491619,-0.0706485084756462,-0.0673650188287998,0.0462412654706947,0.0044606897591331,-0.0229020227841811,2.333333333333333,0.0003607108780419,0.0024456263115909,"[0.0908166844502726, 0.11986507070215587, 0.07684944273564956, 0.09750285221583824, 0.07182236974916191]",0.8050280832853185,0.8787073927661504,0.7109511053747655,0.9753045158270266,0.005061252704191,-1.3688934989610946,2.4635175670150966,-0.39706243675366704,6.9185319138504555,9.757877075732548,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,2,2,4,5,Preliminary reports from the American Economic Mission now in Greece and reports from the American Ambassador in Greece corroborate the statement of the Greek Government that assistance is imperative if Greece is to survive as a free nation. I do not believe that the American people and the Congress wish to turn a deaf ear to the appeal of the Greek Government.,2,62,0.1126651779904419,0.1249311275219313,0.1019370449472455,0.1127054726255737,0.0755826805128917,-0.0557735483819468,-0.0503953083379663,-0.0385797977538013,0.0140552826183745,-0.0320096074589755,1.2142857142857142,0.0003471368273137,0.0007666226599813,"[0.11266517799044197, 0.12493112752193133, 0.10193704494724551, 0.11270547262557375, 0.07558268051289176]",0.8128781205956286,0.8478643549998266,0.7386100850744731,0.9770143588950284,0.0018176436504179,-2.2484873201413333,1.6050411319503253,-0.1632316696778524,7.058041316453531,12.22819744013987,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,3,2,6,7,Greece is not a rich country. Lack of sufficient natural resources has always forced the Greek people to work hard to make both ends meet.,2,25,0.1465777658168472,0.1345417304258368,0.1294841866214241,0.1148696927829036,0.0985319107834573,-0.0030064498170522,0.0231354246455242,0.0021093501796346,0.0100249607376243,-0.0045299829574927,3.6666666666666665,0.000344934376723,0.0001289823347221,"[0.14657776581684728, 0.13454173042583686, 0.12948418662142416, 0.11486969278290368, 0.09853191078345738]",0.8221669416249306,0.791041663999998,0.7257290357096351,0.9522060598744998,-0.004520055588482,-4.810357282971642,1.6563974463760496,-0.7189500106669033,9.021961656767768,15.123117871072045,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,4,2,8,9,"Since 1940, this industrious, peace loving country has suffered invasion, four years of cruel enemy occupation, and bitter internal strife. When forces of liberation entered Greece they found that the retreating Germans had destroyed virtually all the railways, roads, port facilities, communications, and merchant marine.",2,45,0.1555976321452452,0.1057080504548921,0.1159019727034569,0.1074924168339779,0.0932977097436222,-0.2825230780498358,-0.1798520450398649,-0.224991322699507,-0.1870178181739137,-0.2950857741749898,1.5454545454545454,0.0005652193712581,0.0028265968600704,"[0.15559763214524525, 0.10570805045489214, 0.1159019727034569, 0.10749241683397796, 0.0932977097436222]",0.8363034317110716,0.7391937694676052,0.7228585718814059,0.935461842634307,-0.0100412761965673,-5.1306148469726365,1.2249248160184634,-2.173774874743042,7.639298128702149,13.682413861610174,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,5,2,10,11,More than a thousand villages had been burned. Eighty-five percent of the children were tubercular.,2,15,0.1599080521019903,0.0792959400261933,0.0722529882583986,0.0615972418773216,0.0877482165057315,-0.0497449341438703,-0.03260375,-0.0023854054054054,-0.0330312984496124,-0.1527851424050632,4.0,0.001526279433895,0.0033345254156548,"[0.15990805210199038, 0.07929594002619336, 0.07225298825839865, 0.06159724187732169, 0.0877482165057315]",0.8808823731491118,0.6299059699394063,0.5863295618405179,0.8532954459456347,-0.0094348850497025,-6.034797987744318,2.966681189746203,-3.7448699099457263,6.051346348523629,9.350644809489193,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,6,2,12,13,"Livestock, poultry, and draft animals had almost disappeared. Inflation had wiped out practically all savings.",2,15,0.2045454545454545,0.1087662337662337,0.107051282051282,0.0551061678463093,0.1375,-0.1603714285714285,-0.3237375,-0.33686,0.3548,-0.328325,0.2857142857142857,0.0029814051067552,0.0878589621814796,"[0.20454545454545453, 0.10876623376623375, 0.10705128205128205, 0.055106167846309353, 0.1375]",0.8482002144248136,0.593177331013499,0.5574611599224764,0.81326453894401,-0.0164754026593816,-10.28761376874813,4.45814525546794,-4.774994220065736,10.953382467136052,13.556661796450657,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,7,2,14,15,"As a result of these tragic conditions, a militant minority, exploiting human want and misery, was able to create political chaos which, until now, has made economic recovery impossible. Greece is today without funds to finance the importation of those goods which are essential to bare subsistence.",2,47,0.1358298398035033,0.107389275723334,0.0916988352604738,0.0849329294467712,0.0887979502008533,-0.097973148726123,-0.0182436394260184,-0.0323193053109617,-0.0804847220141755,-0.0312228174871481,2.125,0.0004362075583182,0.0012208527141077,"[0.13582983980350338, 0.10738927572333404, 0.09169883526047386, 0.08493292944677121, 0.0887979502008533]",0.8517063497034375,0.7573843331059034,0.6753534736050898,0.9299324709005772,-0.0045242082766048,-4.573855255126241,2.461092713590536,-1.9164404585280574,7.474664334994571,11.156819570972385,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,8,2,16,17,"Under these circumstances the people of Greece cannot make progress in solving their problems of reconstruction. Greece is in desperate need of financial and economic assistance to enable it to resume purchases of food, clothing, fuel and seeds.",2,38,0.1559732102776625,0.1255025993406171,0.0871547456889939,0.0969826602159569,0.0980629836101755,-0.0745617764964794,-0.0711023528996693,-0.0356282972751519,-0.1131674491413725,-0.06667798651642,1.5,0.0007875770262203,0.0007632732446075,"[0.1559732102776625, 0.1255025993406171, 0.08715474568899399, 0.09698266021595693, 0.09806298361017551]",0.8692812554427684,0.7699879043168273,0.6473754489004718,0.9308978607635718,-0.0034070157372956,-4.613414064354199,3.956664362850522,-2.5138541485002817,8.001492024439715,12.69261816216276,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,9,2,18,19,These are indispensable for the subsistence of its people and are obtainable only from abroad. Greece must have help to import the goods necessary to restore internal order and security so essential for economic and political recovery.,2,37,0.1323664391626867,0.1076593498713036,0.0964592054153242,0.0963910027496838,0.091613815838174,0.0112021652373834,0.1292810666227911,0.0427771174829387,0.012364481315922,0.0290127878446456,2.6,0.0002705480020608,0.0023927937001526,"[0.13236643916268673, 0.10765934987130366, 0.09645920541532421, 0.09639100274968383, 0.09161381583817407]",0.8321880310993086,0.7733713945428736,0.7097283966174166,0.9425215121894664,-0.0043623148721162,-4.198611896940985,2.0632320739553593,-2.0758452117774153,7.926525852651885,11.793002070701428,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,10,2,20,21,"The Greek Government has also asked for the assistance of experienced American administrators, economists and technicians to insure that the financial and other aid given to Greece shall be used effectively in creating a stable and self-sustaining economy and in improving its public administration. The very existence of the Greek state is today threatened by the terrorist activities of several thousand armed men, led by Communists, who defy the government's authority at a number of points, particularly along the northern boundaries.",2,81,0.1158896632360351,0.1027247655088646,0.0999832296667059,0.1275180415050295,0.0783610634718523,-0.0681791843451779,-0.0673943027794457,-0.0519948149661091,-0.0791504223642762,-0.0523831189703616,2.071428571428572,0.0003413924548058,0.0001343593066184,"[0.11588966323603511, 0.10272476550886468, 0.09998322966670595, 0.12751804150502957, 0.07836106347185233]",0.788556232893809,0.8221145756385075,0.7898723084264536,0.9773457512053416,-0.0020789309084238,-1.969160579714596,0.6255633561583733,-1.7413255084438624,6.9112390018940415,12.351518919088326,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,11,2,22,23,"A Commission appointed by the United Nations Security Council is at present investigating disturbed conditions in northern Greece and alleged border violations along the frontier between Greece on the one hand and Albania, Bulgaria, and Yugoslavia on the other. Meanwhile, the Greek Government is unable to cope with the situation.",2,50,0.0894805391082447,0.1003689378777741,0.0804884498108665,0.0974571746043732,0.0789913651811935,-0.0772714956798693,-0.0779798945719998,-0.0454015771173126,-0.0353236515596973,0.0177567995697738,1.8888888888888888,9.324710839510326e-05,0.0015380343962628,"[0.08948053910824472, 0.10036893787777412, 0.08048844981086657, 0.09745717460437321, 0.07899136518119357]",0.7783680688073291,0.8437911138525699,0.7575586517564031,0.9690356486566924,0.0015001770303617,-1.936755674153459,1.5178161105497723,-1.4889244527315117,7.53233399220541,9.52731915255804,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,12,2,24,25,The Greek army is small and poorly equipped. It needs supplies and equipment if it is to restore authority to the government throughout Greek territory.,2,25,0.1063345226269031,0.1078213514146607,0.0976594955047884,0.1255910397417498,0.0826654457922652,-0.0255277794289509,0.0212735340987797,0.0165008548239301,-0.0072824709015533,-0.0647370249923951,2.25,0.0002453974718814,0.0012264665457803,"[0.10633452262690317, 0.1078213514146607, 0.09765949550478847, 0.12559103974174987, 0.0826654457922652]",0.773646961871243,0.8402290922575154,0.790153808886359,0.9788642364119018,0.0003561352550753,-1.780566235185074,0.9366741033922248,-1.651986395690197,7.697409342160622,12.128589163754379,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,13,2,26,27,Greece must have assistance if it is to become a self-supporting and self-respecting democracy. The United States must supply this assistance.,2,21,0.1410859281489816,0.129234197855529,0.0933707253279666,0.1010461583553095,0.0524952668754619,0.0580713357569748,0.050743308865048,0.1548555148726157,0.1065945491413348,0.1110016731016731,1.75,0.001196260736056,0.0018219243043704,"[0.14108592814898166, 0.12923419785552906, 0.09337072532796663, 0.1010461583553095, 0.0524952668754619]",0.8952866723493965,0.8150658434343085,0.6525836968156838,0.9620697979611532,-0.0002466896215833,-2.4954359106615094,2.4063123671147197,0.7941103867604729,3.6807781417593537,11.81551432080548,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,14,2,28,29,We have already extended to Greece certain types of relief and economic aid but these are inadequate. There is no other country to which democratic Greece can turn.,2,28,0.1134422864366367,0.0891650147901357,0.1106906431530743,0.0923076941836932,0.0809773022583935,-0.0138559730586832,0.0437617063008326,-0.0445022525141213,0.0317976960228099,-0.0428782489544063,3.0,0.0001993532307278,0.0017013251762398,"[0.1134422864366367, 0.08916501479013578, 0.11069064315307431, 0.09230769418369322, 0.08097730225839356]",0.7896830813780255,0.7544810647176753,0.7668023536142216,0.9406598865313508,-0.0059549631580255,-4.107016124566229,-0.09490199247690567,-1.232140703286627,7.3322891382190205,10.97520486402922,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,15,2,30,31,"No other nation is willing and able to provide the necessary support for a democratic Greek government. The British Government, which has been helping Greece, can give no further financial or economic aid after March 31.",2,36,0.1201225172074997,0.1110448912036055,0.1250422063217956,0.1150247355753092,0.0803220092218962,-0.0070056450463946,0.0405742985741034,0.001081554152474,0.0349695526896047,0.0737018944841781,4.666666666666667,0.0003088429441251,0.0010607855106333,"[0.12012251720749971, 0.11104489120360557, 0.1250422063217956, 0.11502473557530926, 0.08032200922189622]",0.7896596455776789,0.7980549243947629,0.7775507560132234,0.9629129123194884,-0.0040796050988153,-3.4663671573654566,-0.07727893519576257,-0.32297793871345126,7.495037542369432,13.222839086120961,Truman
Harry S. Truman,Truman Doctrine,56  - Special Message to the Congress on Greece and Turkey: The Truman Doctrine,1947-03-12,Oral,16,2,32,33,"Great Britain finds itself under the necessity of reducing or liquidating its commitments in several parts of the world, including Greece. We have considered how the United Nations might assist in this crisis.",2,33,0.0978047173045213,0.0887395424229154,0.0791315626177957,0.0744287225478872,0.0795576990329885,-0.0421648018088095,0.0027344094839517,0.0269584070751864,0.0601063498577652,0.0144132487439903,2.2,8.701393472363835e-05,0.0013906592467189,"[0.09780471730452134, 0.08873954242291547, 0.07913156261779579, 0.0744287225478872, 0.07955769903298855]",0.8079137526993583,0.7812321405477916,0.7160252119220649,0.9384687555312624,-0.0018371238690572,-3.3571791737008474,1.5318429400299176,-1.7169310038393841,7.229391147472135,8.473576708515667,Truman
